filename,xmin,ymin,xmax,ymax,class_name,class
000496.png,408.12,166.24,429.98,215.11,DontCare,-1
000496.png,255.41,165.2,339.6,232.77,DontCare,-1
000496.png,622.14,170.4,639.84,199.53,DontCare,-1
000496.png,823.68,174.55,1236.0,372.0,DontCare,-1
000496.png,710.44,168.32,735.41,204.72,DontCare,-1
002705.png,512.15,178.59,545.43,201.52,DontCare,-1
002705.png,609.18,176.0,633.41,188.58,DontCare,-1
002705.png,652.52,173.42,692.27,195.71,DontCare,-1
002705.png,795.48,150.13,1240.0,188.59,DontCare,-1
003808.png,1014.8,49.86,1240.0,373.0,DontCare,-1
005537.png,787.69,158.35,817.94,172.97,DontCare,-1
006448.png,623.1,171.9,656.48,197.98,DontCare,-1
006448.png,443.94,183.35,479.4,193.81,DontCare,-1
006448.png,732.48,166.69,755.44,180.27,DontCare,-1
006448.png,871.9,134.39,1240.0,203.25,DontCare,-1
007470.png,557.48,169.81,632.52,203.19,DontCare,-1
001710.png,576.84,177.94,659.93,209.28,DontCare,-1
001047.png,545.14,166.95,562.9,176.95,DontCare,-1
006840.png,423.1,181.27,441.89,192.77,DontCare,-1
006840.png,454.35,177.1,480.43,187.56,DontCare,-1
007066.png,287.69,169.81,387.73,211.52,DontCare,-1
007066.png,782.48,150.02,958.56,180.27,DontCare,-1
007066.png,1030.4,148.98,1240.0,180.27,DontCare,-1
007066.png,190.81,191.69,267.94,221.94,DontCare,-1
003566.png,182.24,197.35,203.88,209.29,DontCare,-1
003566.png,464.28,181.18,482.69,189.88,DontCare,-1
006084.png,541.85,172.94,564.81,185.48,DontCare,-1
004414.png,425.51,172.07,442.68,195.93,DontCare,-1
004414.png,510.62,164.42,516.31,185.41,DontCare,-1
004414.png,573.73,163.46,594.72,183.5,DontCare,-1
004414.png,594.77,161.55,620.54,169.16,DontCare,-1
004414.png,497.23,167.29,505.79,182.55,DontCare,-1
006613.png,590.97,169.36,618.02,203.68,DontCare,-1
005718.png,463.73,179.19,491.9,197.98,DontCare,-1
003802.png,490.8,169.53,542.84,204.75,DontCare,-1
003802.png,544.49,168.24,650.22,199.58,DontCare,-1
000829.png,643.94,170.85,661.69,181.31,DontCare,-1
004520.png,594.79,180.21,600.58,194.74,DontCare,-1
004520.png,543.36,184.09,555.94,195.7,DontCare,-1
004520.png,604.49,179.24,619.01,188.91,DontCare,-1
001199.png,0.0,252.33,27.46,373.0,DontCare,-1
001199.png,353.02,176.0,409.59,186.64,DontCare,-1
001199.png,178.36,187.65,229.11,201.53,DontCare,-1
001199.png,0.0,179.24,39.11,244.22,DontCare,-1
001199.png,464.77,180.23,548.14,216.73,DontCare,-1
001199.png,574.15,170.85,609.61,192.77,DontCare,-1
001199.png,640.81,177.1,677.31,203.18,DontCare,-1
004977.png,691.85,185.44,728.35,202.15,DontCare,-1
003264.png,716.56,155.95,767.96,175.0,DontCare,-1
001252.png,34.64,165.22,332.18,274.48,DontCare,-1
001252.png,456.33,168.45,535.28,227.42,DontCare,-1
005417.png,764.77,159.4,778.35,183.4,DontCare,-1
005417.png,479.35,173.98,526.27,189.65,DontCare,-1
001192.png,536.65,171.9,586.69,204.23,DontCare,-1
001192.png,618.94,172.94,670.02,212.56,DontCare,-1
003725.png,522.5,181.18,545.43,198.29,DontCare,-1
001134.png,648.64,173.42,734.97,203.47,DontCare,-1
006307.png,784.56,157.31,1240.0,181.31,DontCare,-1
002018.png,173.19,189.59,209.71,208.0,DontCare,-1
004060.png,424.98,187.97,464.73,209.29,DontCare,-1
004273.png,421.1,187.0,429.8,206.38,DontCare,-1
004273.png,445.36,187.0,457.94,207.35,DontCare,-1
000708.png,611.65,172.94,650.23,190.69,DontCare,-1
000708.png,647.15,171.11,691.64,192.16,DontCare,-1
001424.png,584.56,175.02,614.81,184.44,DontCare,-1
001424.png,551.23,178.15,557.52,185.48,DontCare,-1
001424.png,657.48,167.73,695.02,197.98,DontCare,-1
001424.png,728.31,169.81,880.43,203.19,DontCare,-1
004568.png,526.86,187.97,544.3,197.64,DontCare,-1
002448.png,537.38,165.65,549.96,178.23,DontCare,-1
002448.png,598.83,169.53,628.88,187.29,DontCare,-1
002948.png,717.21,170.18,737.56,187.29,DontCare,-1
004408.png,455.06,177.3,461.82,200.56,DontCare,-1
004408.png,736.45,163.71,777.17,175.32,DontCare,-1
000549.png,604.5,173.99,630.05,186.26,DontCare,-1
000549.png,653.66,173.57,674.44,193.36,DontCare,-1
000549.png,684.97,172.93,697.27,187.51,DontCare,-1
000549.png,501.84,173.76,536.61,197.64,DontCare,-1
000549.png,804.38,143.94,1062.01,177.97,DontCare,-1
000549.png,1113.4,144.32,1239.99,184.71,DontCare,-1
000549.png,532.48,177.1,557.52,186.52,DontCare,-1
000549.png,711.65,167.73,736.69,179.23,DontCare,-1
003605.png,611.77,170.18,661.87,200.23,DontCare,-1
003605.png,532.85,176.0,570.02,202.17,DontCare,-1
003605.png,741.14,172.77,767.31,197.0,DontCare,-1
007093.png,851.23,160.44,930.44,186.52,DontCare,-1
002921.png,585.89,159.83,604.3,180.18,DontCare,-1
005911.png,555.4,175.02,615.86,186.52,DontCare,-1
005569.png,241.85,200.02,285.64,233.4,DontCare,-1
005569.png,336.65,185.44,457.53,207.36,DontCare,-1
005028.png,499.15,178.15,542.94,188.61,DontCare,-1
005028.png,556.44,176.06,570.02,183.39,DontCare,-1
000734.png,549.15,177.1,574.19,195.89,DontCare,-1
000734.png,603.31,177.1,628.35,193.81,DontCare,-1
001464.png,455.22,153.36,502.74,175.65,DontCare,-1
000767.png,409.56,175.02,443.98,199.02,DontCare,-1
000767.png,471.02,173.98,496.06,189.65,DontCare,-1
000767.png,536.17,171.02,574.96,180.05,DontCare,-1
000197.png,524.52,182.77,549.47,197.68,DontCare,-1
000197.png,557.86,180.43,583.75,196.34,DontCare,-1
000197.png,596.08,173.76,609.83,184.83,DontCare,-1
000197.png,0.0,211.48,52.12,244.85,DontCare,-1
000197.png,664.77,165.65,711.69,185.48,DontCare,-1
000197.png,761.65,161.48,868.98,186.52,DontCare,-1
000197.png,1217.9,128.15,1240.0,192.78,DontCare,-1
001649.png,605.31,168.22,618.59,197.42,DontCare,-1
001649.png,501.25,176.25,557.42,198.58,DontCare,-1
005854.png,653.31,210.44,690.85,232.36,DontCare,-1
005854.png,537.69,205.23,561.69,229.23,DontCare,-1
002099.png,510.85,170.83,540.9,185.36,DontCare,-1
002099.png,445.52,168.24,465.87,189.23,DontCare,-1
002426.png,583.3,170.18,590.06,178.88,DontCare,-1
002426.png,556.14,166.95,562.26,178.24,DontCare,-1
004957.png,406.44,175.02,439.81,190.69,DontCare,-1
007276.png,743.94,154.19,788.77,175.06,DontCare,-1
007276.png,429.35,170.85,451.27,206.31,DontCare,-1
000314.png,236.74,193.26,279.52,217.5,DontCare,-1
000314.png,291.85,200.02,328.35,218.81,DontCare,-1
005418.png,555.49,162.4,588.41,182.98,DontCare,-1
005244.png,451.23,188.56,471.06,202.14,DontCare,-1
005244.png,518.94,187.52,531.48,195.9,DontCare,-1
005244.png,542.9,184.4,572.11,192.78,DontCare,-1
000234.png,610.52,176.86,619.58,186.79,DontCare,-1
000234.png,504.75,177.62,563.5,206.13,DontCare,-1
000234.png,585.96,176.33,599.34,185.81,DontCare,-1
000234.png,890.81,148.98,1014.81,180.27,DontCare,-1
000234.png,679.35,166.69,724.18,187.56,DontCare,-1
000234.png,717.9,172.94,801.27,196.94,DontCare,-1
003143.png,544.49,166.3,554.49,178.24,DontCare,-1
003143.png,607.89,172.77,645.7,192.47,DontCare,-1
003143.png,1071.7,176.65,1096.58,211.88,DontCare,-1
000937.png,625.19,170.85,643.98,202.14,DontCare,-1
006841.png,506.44,176.06,529.4,187.56,DontCare,-1
006841.png,0.0,182.31,47.96,254.23,DontCare,-1
001640.png,615.64,159.64,649.06,177.13,DontCare,-1
001640.png,937.58,155.17,1023.28,186.68,DontCare,-1
001640.png,712.54,159.0,724.29,182.22,DontCare,-1
007433.png,612.79,158.97,639.84,180.83,DontCare,-1
005625.png,529.35,170.85,599.18,188.6,DontCare,-1
006421.png,614.77,170.85,637.73,188.6,DontCare,-1
006421.png,593.94,173.98,602.32,180.27,DontCare,-1
006421.png,525.19,167.73,535.65,180.27,DontCare,-1
007118.png,588.73,162.52,650.23,211.52,DontCare,-1
007118.png,650.19,165.65,708.57,191.73,DontCare,-1
001117.png,611.12,170.83,623.06,181.47,DontCare,-1
001117.png,545.14,165.01,556.43,177.59,DontCare,-1
003948.png,484.98,169.53,507.27,187.94,DontCare,-1
005063.png,448.1,170.85,464.81,189.64,DontCare,-1
005063.png,693.94,177.1,732.52,188.6,DontCare,-1
005063.png,532.48,168.77,595.02,187.56,DontCare,-1
001748.png,600.71,167.54,618.21,191.21,DontCare,-1
003839.png,716.56,175.36,738.85,179.54,DontCare,-1
003839.png,661.58,173.42,690.98,180.18,DontCare,-1
007177.png,607.48,163.56,630.44,196.94,DontCare,-1
006979.png,607.9,169.6,644.93,181.96,DontCare,-1
006694.png,555.11,169.0,587.02,187.56,DontCare,-1
006694.png,605.08,166.92,626.25,185.75,DontCare,-1
002097.png,518.62,164.36,534.44,182.12,DontCare,-1
002097.png,583.95,171.48,619.18,187.95,DontCare,-1
003140.png,961.73,172.12,994.37,190.53,DontCare,-1
003140.png,741.79,168.89,756.31,213.17,DontCare,-1
003140.png,412.53,174.06,455.52,187.94,DontCare,-1
001580.png,0.0,232.28,105.73,373.0,DontCare,-1
001717.png,513.44,172.12,549.96,187.94,DontCare,-1
001717.png,560.6,170.85,583.56,182.35,DontCare,-1
003677.png,615.65,168.89,637.94,186.65,DontCare,-1
003677.png,706.86,160.48,724.62,210.58,DontCare,-1
003677.png,675.16,174.71,681.28,194.41,DontCare,-1
004017.png,219.28,183.12,272.62,207.35,DontCare,-1
004017.png,47.53,183.12,129.98,200.56,DontCare,-1
003549.png,248.87,159.83,500.15,197.0,DontCare,-1
001198.png,653.0,163.93,715.83,224.19,DontCare,-1
005082.png,617.98,172.48,633.6,190.18,DontCare,-1
007273.png,532.79,164.0,569.39,205.82,DontCare,-1
001410.png,486.65,179.19,554.4,210.48,DontCare,-1
001410.png,590.81,170.85,618.98,190.68,DontCare,-1
001410.png,633.52,175.02,677.31,203.19,DontCare,-1
001201.png,387.95,171.48,484.63,193.77,DontCare,-1
001201.png,611.77,163.07,626.29,173.71,DontCare,-1
003101.png,419.65,172.12,482.04,195.7,DontCare,-1
002297.png,234.64,179.24,262.1,196.35,DontCare,-1
002297.png,394.42,161.13,457.46,186.65,DontCare,-1
002297.png,469.45,165.01,559.66,179.53,DontCare,-1
002165.png,362.72,170.83,579.72,200.23,DontCare,-1
002165.png,277.33,185.06,360.42,197.0,DontCare,-1
004473.png,443.42,179.24,495.79,189.88,DontCare,-1
000697.png,274.15,182.31,324.19,205.27,DontCare,-1
001694.png,628.59,198.64,647.0,220.28,DontCare,-1
000335.png,592.9,166.69,616.9,186.52,DontCare,-1
004275.png,540.98,170.05,565.19,199.11,DontCare,-1
001914.png,712.03,158.54,739.49,175.65,DontCare,-1
004166.png,1092.6,151.1,1155.64,170.48,DontCare,-1
002775.png,582.07,173.6,612.67,188.07,DontCare,-1
002775.png,0.0,244.53,37.69,354.43,DontCare,-1
006484.png,479.35,175.02,529.39,193.81,DontCare,-1
006484.png,553.31,176.06,563.77,186.52,DontCare,-1
003934.png,495.98,169.53,517.62,183.41,DontCare,-1
005786.png,510.6,179.19,537.73,189.65,DontCare,-1
005786.png,553.31,177.1,565.85,188.6,DontCare,-1
000887.png,246.02,184.4,302.31,205.28,DontCare,-1
007153.png,0.0,146.9,168.79,373.0,DontCare,-1
003527.png,426.94,162.82,448.25,184.77,DontCare,-1
003527.png,509.82,169.2,528.58,184.14,DontCare,-1
003527.png,556.36,167.29,599.99,181.59,DontCare,-1
003527.png,661.54,165.37,673.29,174.57,DontCare,-1
003527.png,883.39,152.62,907.25,196.88,DontCare,-1
004972.png,465.04,171.65,480.48,185.04,DontCare,-1
005669.png,752.27,157.31,775.23,219.85,DontCare,-1
005669.png,692.9,163.56,714.82,184.44,DontCare,-1
005233.png,606.44,164.6,635.65,186.52,DontCare,-1
005233.png,655.4,147.94,679.4,166.73,DontCare,-1
006225.png,487.69,172.94,570.02,183.4,DontCare,-1
000143.png,426.11,184.71,450.75,196.68,DontCare,-1
000143.png,500.76,178.97,523.86,192.17,DontCare,-1
000143.png,560.52,177.01,580.07,191.55,DontCare,-1
000143.png,897.06,190.65,916.89,199.03,DontCare,-1
000143.png,1066.9,185.44,1115.9,197.98,DontCare,-1
006483.png,390.81,167.73,463.77,192.77,DontCare,-1
005749.png,486.65,177.1,498.15,188.6,DontCare,-1
002470.png,419.65,166.3,450.99,182.12,DontCare,-1
006392.png,640.81,178.15,656.48,192.78,DontCare,-1
003780.png,642.03,163.29,657.15,173.9,DontCare,-1
003064.png,560.02,174.06,582.31,184.7,DontCare,-1
001336.png,674.51,158.54,723.32,211.88,DontCare,-1
001336.png,614.35,170.18,638.58,189.23,DontCare,-1
004498.png,420.13,183.12,449.21,199.59,DontCare,-1
003910.png,487.57,178.59,586.19,196.35,DontCare,-1
003910.png,206.18,181.18,215.53,191.18,DontCare,-1
003018.png,587.83,172.12,616.59,216.4,DontCare,-1
003018.png,501.8,177.94,520.85,206.7,DontCare,-1
003018.png,462.99,172.77,475.57,208.64,DontCare,-1
000628.png,617.62,170.05,631.79,184.02,DontCare,-1
000628.png,531.44,175.02,575.23,196.94,DontCare,-1
000628.png,641.85,168.77,672.1,191.73,DontCare,-1
000628.png,734.56,167.73,789.81,188.6,DontCare,-1
004576.png,409.46,178.27,436.6,198.62,DontCare,-1
004576.png,467.68,177.3,482.2,186.97,DontCare,-1
004576.png,497.76,176.33,522.96,186.0,DontCare,-1
005885.png,625.19,177.1,662.73,202.14,DontCare,-1
005885.png,553.31,175.02,583.56,199.02,DontCare,-1
007378.png,0.0,150.02,108.38,245.9,DontCare,-1
007378.png,117.9,154.19,212.73,219.86,DontCare,-1
005367.png,828.03,147.3,1239.91,212.59,DontCare,-1
005367.png,483.75,179.75,521.25,198.58,DontCare,-1
005367.png,641.85,171.9,698.14,199.03,DontCare,-1
005367.png,583.52,175.02,612.73,191.73,DontCare,-1
005596.png,598.99,167.09,634.26,189.02,DontCare,-1
005000.png,577.07,175.76,593.54,189.15,DontCare,-1
005000.png,609.96,172.68,645.96,180.93,DontCare,-1
002602.png,429.35,188.29,480.1,211.87,DontCare,-1
002323.png,526.38,182.47,570.66,197.64,DontCare,-1
002323.png,587.83,179.88,618.53,194.41,DontCare,-1
002323.png,637.0,178.59,656.7,189.88,DontCare,-1
002323.png,868.58,168.89,882.46,176.3,DontCare,-1
002323.png,171.89,183.12,213.58,239.69,DontCare,-1
001172.png,620.82,173.42,674.16,200.88,DontCare,-1
005927.png,526.23,177.1,592.94,201.1,DontCare,-1
005927.png,599.15,171.9,608.57,184.44,DontCare,-1
005927.png,613.73,172.94,666.9,193.81,DontCare,-1
005927.png,730.4,160.44,776.27,176.11,DontCare,-1
005927.png,822.06,159.4,857.52,178.19,DontCare,-1
005927.png,991.85,136.48,1054.39,170.9,DontCare,-1
005927.png,1112.7,139.6,1192.95,170.89,DontCare,-1
002363.png,544.49,168.24,590.07,178.24,DontCare,-1
005886.png,0.19,181.27,103.36,217.77,DontCare,-1
005886.png,175.19,179.19,238.77,204.23,DontCare,-1
006863.png,546.02,166.69,591.89,183.4,DontCare,-1
006863.png,702.07,174.9,733.81,189.67,DontCare,-1
006863.png,445.25,173.92,466.42,186.92,DontCare,-1
001877.png,406.54,174.3,431.04,189.88,DontCare,-1
001877.png,621.38,164.74,633.77,174.58,DontCare,-1
001877.png,881.48,149.44,909.81,197.53,DontCare,-1
002111.png,582.66,174.71,601.07,189.24,DontCare,-1
002111.png,616.94,170.18,643.11,204.11,DontCare,-1
003686.png,539.96,174.71,558.37,198.94,DontCare,-1
000374.png,782.6,166.09,798.8,183.55,DontCare,-1
006196.png,881.29,156.24,907.01,193.27,DontCare,-1
006196.png,498.96,170.63,529.82,185.05,DontCare,-1
001708.png,649.93,172.77,736.26,186.0,DontCare,-1
001446.png,489.76,171.34,522.37,180.68,DontCare,-1
004766.png,522.98,179.72,555.94,199.1,DontCare,-1
004766.png,555.0,175.84,591.84,189.4,DontCare,-1
004766.png,597.7,171.96,610.28,183.57,DontCare,-1
004766.png,614.19,174.87,640.36,189.4,DontCare,-1
004766.png,831.54,160.32,863.53,177.76,DontCare,-1
004766.png,730.63,162.26,785.91,175.81,DontCare,-1
004861.png,624.15,191.69,654.4,209.44,DontCare,-1
000341.png,665.77,174.55,734.38,221.34,DontCare,-1
006174.png,392.9,166.69,595.03,193.81,DontCare,-1
006174.png,615.81,156.27,648.14,182.35,DontCare,-1
006174.png,708.52,166.69,743.98,194.86,DontCare,-1
003631.png,76.16,188.29,105.56,208.64,DontCare,-1
003631.png,169.3,187.0,187.06,200.23,DontCare,-1
006909.png,552.27,173.98,566.89,208.4,DontCare,-1
007366.png,449.15,170.85,468.98,188.6,DontCare,-1
007366.png,632.48,170.85,716.9,187.56,DontCare,-1
007366.png,1162.7,192.73,1240.01,247.98,DontCare,-1
007258.png,435.6,150.02,464.81,174.02,DontCare,-1
004137.png,622.93,173.42,685.97,188.91,DontCare,-1
000292.png,747.06,160.44,776.27,172.98,DontCare,-1
004112.png,302.72,179.24,344.41,200.56,DontCare,-1
004112.png,563.74,155.95,584.09,177.27,DontCare,-1
007060.png,147.06,158.35,286.68,214.64,DontCare,-1
000009.png,710.6,167.73,736.68,182.35,DontCare,-1
000009.png,758.52,156.27,782.52,179.23,DontCare,-1
002306.png,576.19,169.53,606.24,188.58,DontCare,-1
004460.png,622.93,172.45,630.66,195.71,DontCare,-1
004460.png,490.96,178.27,525.86,188.91,DontCare,-1
004460.png,544.99,179.02,553.54,186.64,DontCare,-1
006976.png,504.35,175.02,561.68,195.9,DontCare,-1
006976.png,610.6,172.94,628.35,188.61,DontCare,-1
006976.png,954.35,163.56,1034.6,182.35,DontCare,-1
000367.png,78.36,195.39,171.12,228.45,DontCare,-1
000367.png,417.17,168.62,476.61,189.91,DontCare,-1
000367.png,656.48,173.33,670.4,183.99,DontCare,-1
000367.png,709.56,166.69,725.23,197.98,DontCare,-1
001417.png,1115.8,140.65,1166.88,176.11,DontCare,-1
006638.png,515.81,178.15,574.18,197.98,DontCare,-1
006638.png,608.52,177.1,647.1,196.93,DontCare,-1
004363.png,338.62,183.12,350.23,192.79,DontCare,-1
004363.png,350.27,178.27,381.29,202.5,DontCare,-1
004363.png,307.57,183.12,324.04,198.62,DontCare,-1
002322.png,1126.0,163.71,1143.11,182.12,DontCare,-1
002322.png,712.03,169.53,729.79,182.76,DontCare,-1
002322.png,0.0,178.59,134.2,222.22,DontCare,-1
002322.png,649.29,172.12,665.11,181.47,DontCare,-1
002322.png,686.16,170.83,700.04,178.89,DontCare,-1
002322.png,318.09,169.53,355.9,190.52,DontCare,-1
000344.png,633.32,171.81,645.05,184.18,DontCare,-1
000344.png,744.73,162.8,797.81,176.72,DontCare,-1
002782.png,459.75,176.0,481.39,193.11,DontCare,-1
002782.png,169.3,190.88,205.17,207.35,DontCare,-1
006901.png,225.19,190.65,325.23,214.65,DontCare,-1
004172.png,582.17,176.33,620.95,188.91,DontCare,-1
004172.png,621.96,177.3,645.22,192.8,DontCare,-1
002633.png,579.49,167.16,639.1,189.37,DontCare,-1
005889.png,736.65,176.06,773.15,190.69,DontCare,-1
004598.png,527.84,173.42,550.13,193.77,DontCare,-1
004598.png,548.21,174.39,565.65,181.15,DontCare,-1
004598.png,572.47,173.42,613.19,192.8,DontCare,-1
003511.png,627.2,164.58,639.74,194.53,DontCare,-1
000922.png,589.77,177.1,595.02,193.81,DontCare,-1
000922.png,597.06,178.15,632.52,201.11,DontCare,-1
000922.png,510.6,180.23,553.35,213.6,DontCare,-1
001035.png,594.95,168.89,680.63,198.29,DontCare,-1
000940.png,521.02,176.06,536.69,187.56,DontCare,-1
000940.png,555.4,178.15,578.36,191.73,DontCare,-1
000940.png,413.73,172.94,477.31,196.94,DontCare,-1
000940.png,649.15,176.06,665.86,185.48,DontCare,-1
000940.png,615.81,178.15,636.68,185.48,DontCare,-1
004714.png,568.59,175.84,583.12,188.42,DontCare,-1
004714.png,180.46,200.1,193.04,206.86,DontCare,-1
006417.png,656.44,172.94,683.57,189.65,DontCare,-1
006417.png,487.69,176.06,529.4,191.73,DontCare,-1
006417.png,568.94,177.1,575.23,183.39,DontCare,-1
005598.png,971.02,175.02,984.6,204.23,DontCare,-1
005598.png,1040.8,171.9,1212.72,197.98,DontCare,-1
001458.png,545.14,171.48,630.17,207.35,DontCare,-1
005378.png,525.19,162.52,533.57,169.85,DontCare,-1
006309.png,642.9,172.94,649.19,177.15,DontCare,-1
005037.png,515.4,167.54,543.18,189.15,DontCare,-1
004874.png,539.77,176.06,629.39,193.81,DontCare,-1
005159.png,444.98,179.19,466.9,189.65,DontCare,-1
006264.png,556.44,172.94,567.94,187.56,DontCare,-1
000968.png,680.4,166.69,688.77,179.23,DontCare,-1
001978.png,147.31,182.47,260.16,213.17,DontCare,-1
001978.png,477.22,173.42,533.79,201.53,DontCare,-1
004183.png,596.73,172.45,608.34,182.12,DontCare,-1
005139.png,555.4,163.56,579.4,189.64,DontCare,-1
002245.png,419.29,168.56,443.15,198.8,DontCare,-1
002245.png,80.14,182.59,132.06,205.81,DontCare,-1
002245.png,780.12,151.99,802.71,173.94,DontCare,-1
002245.png,623.29,160.27,640.78,169.47,DontCare,-1
002245.png,503.44,162.82,539.41,182.86,DontCare,-1
002245.png,704.26,155.81,716.01,175.21,DontCare,-1
002245.png,687.04,155.17,693.69,170.11,DontCare,-1
002180.png,787.07,167.59,817.12,228.04,DontCare,-1
002180.png,616.3,167.59,642.47,209.93,DontCare,-1
002180.png,580.72,177.94,598.48,191.82,DontCare,-1
002180.png,691.33,170.83,726.56,198.29,DontCare,-1
000699.png,560.6,169.81,574.18,183.39,DontCare,-1
000699.png,0.0,193.77,29.21,250.06,DontCare,-1
000699.png,82.48,198.98,104.4,217.77,DontCare,-1
000699.png,580.4,169.81,593.98,187.56,DontCare,-1
005543.png,337.69,163.56,422.11,184.44,DontCare,-1
005543.png,444.98,167.73,467.94,181.31,DontCare,-1
006278.png,689.77,159.4,714.81,178.19,DontCare,-1
005315.png,622.06,166.69,648.14,187.56,DontCare,-1
006671.png,637.72,169.36,658.54,177.71,DontCare,-1
001515.png,417.06,173.42,454.23,194.41,DontCare,-1
001515.png,649.93,172.77,749.84,183.41,DontCare,-1
000577.png,665.38,183.53,729.25,209.93,DontCare,-1
000499.png,598.12,169.75,613.42,181.4,DontCare,-1
000499.png,569.8,171.92,579.77,178.95,DontCare,-1
006245.png,606.44,172.94,637.73,186.52,DontCare,-1
001955.png,0.0,202.53,259.69,238.4,DontCare,-1
001955.png,0.0,293.09,122.55,373.0,DontCare,-1
002788.png,627.29,165.65,639.23,175.65,DontCare,-1
002788.png,764.43,158.54,777.01,182.12,DontCare,-1
006738.png,475.19,169.81,540.86,186.52,DontCare,-1
006738.png,547.06,169.81,565.85,181.31,DontCare,-1
000512.png,454.77,187.81,478.2,198.48,DontCare,-1
000512.png,495.32,183.74,531.62,192.87,DontCare,-1
000512.png,551.18,178.93,589.87,186.58,DontCare,-1
002095.png,541.69,166.65,561.73,180.95,DontCare,-1
002095.png,414.19,159.0,437.42,194.34,DontCare,-1
002095.png,258.64,148.16,279.31,193.7,DontCare,-1
003077.png,542.55,183.12,552.55,191.18,DontCare,-1
006639.png,514.77,162.52,556.48,186.52,DontCare,-1
000220.png,657.82,174.52,708.38,184.76,DontCare,-1
000220.png,829.56,171.95,871.76,181.43,DontCare,-1
000220.png,429.35,176.06,456.48,191.73,DontCare,-1
000220.png,881.44,165.65,921.07,183.4,DontCare,-1
000220.png,766.85,168.77,785.64,188.6,DontCare,-1
000220.png,604.35,171.9,616.89,190.69,DontCare,-1
002786.png,583.3,179.88,626.93,197.64,DontCare,-1
003932.png,559.37,173.42,601.06,204.76,DontCare,-1
003932.png,627.94,164.36,664.46,221.58,DontCare,-1
006220.png,205.4,193.77,239.82,213.6,DontCare,-1
006220.png,271.02,181.27,443.98,209.44,DontCare,-1
003453.png,429.35,167.59,505.33,194.41,DontCare,-1
003453.png,535.44,157.24,581.66,187.94,DontCare,-1
001944.png,561.96,173.42,626.94,195.06,DontCare,-1
001944.png,724.32,160.48,826.82,175.0,DontCare,-1
007434.png,509.56,157.31,559.6,177.14,DontCare,-1
000620.png,1043.0,169.08,1095.96,195.37,DontCare,-1
000620.png,1109.6,175.02,1149.22,210.48,DontCare,-1
000013.png,574.15,164.6,600.23,189.64,DontCare,-1
000586.png,541.85,171.9,575.23,184.44,DontCare,-1
002369.png,1037.3,176.18,1200.08,313.81,DontCare,-1
002369.png,838.7,185.86,966.01,331.87,DontCare,-1
002369.png,709.74,169.09,742.91,206.78,DontCare,-1
002369.png,459.56,169.09,476.61,226.77,DontCare,-1
002369.png,574.33,171.67,654.57,207.42,DontCare,-1
002774.png,601.62,171.11,638.23,194.97,DontCare,-1
002774.png,684.49,172.39,748.51,204.54,DontCare,-1
002450.png,487.57,168.24,632.76,213.17,DontCare,-1
000758.png,402.27,165.65,442.94,183.4,DontCare,-1
000758.png,314.77,169.81,342.94,190.69,DontCare,-1
000758.png,464.77,165.65,496.06,177.15,DontCare,-1
006660.png,584.56,172.94,622.1,184.44,DontCare,-1
001769.png,761.84,159.18,848.82,196.35,DontCare,-1
001822.png,545.96,176.18,652.0,219.03,DontCare,-1
001822.png,422.16,176.83,446.95,231.28,DontCare,-1
003574.png,671.28,151.42,713.62,172.41,DontCare,-1
003574.png,0.0,186.35,101.85,222.22,DontCare,-1
003574.png,283.15,180.53,358.48,197.64,DontCare,-1
001833.png,519.91,162.42,559.02,188.59,DontCare,-1
001833.png,1104.0,193.47,1189.03,227.4,DontCare,-1
000685.png,418.94,168.77,430.44,196.94,DontCare,-1
000685.png,311.65,152.1,413.78,202.14,DontCare,-1
000685.png,432.48,168.77,450.23,178.19,DontCare,-1
006408.png,348.1,176.06,453.35,197.98,DontCare,-1
001716.png,211.47,166.65,231.51,197.53,DontCare,-1
004315.png,650.09,172.45,673.35,186.97,DontCare,-1
000235.png,470.08,176.5,487.55,198.2,DontCare,-1
000235.png,502.39,179.01,515.58,195.31,DontCare,-1
000235.png,517.9,179.19,537.73,189.65,DontCare,-1
001805.png,488.21,179.88,504.03,198.29,DontCare,-1
001941.png,551.61,161.13,632.12,186.0,DontCare,-1
001941.png,965.61,143.66,1100.45,176.3,DontCare,-1
002972.png,584.6,172.12,592.01,197.0,DontCare,-1
004027.png,538.71,169.09,598.64,199.04,DontCare,-1
004027.png,402.33,170.06,413.9,208.72,DontCare,-1
004027.png,228.24,173.93,273.67,234.83,DontCare,-1
004027.png,905.02,189.56,1236.0,372.0,DontCare,-1
002349.png,553.55,166.95,581.01,182.77,DontCare,-1
002349.png,533.5,172.77,548.67,184.71,DontCare,-1
002349.png,1082.0,161.13,1171.56,177.6,DontCare,-1
002753.png,541.9,174.06,562.89,188.59,DontCare,-1
002753.png,117.55,183.12,181.24,199.59,DontCare,-1
002753.png,626.65,173.42,679.34,189.89,DontCare,-1
002373.png,633.76,179.88,646.99,204.11,DontCare,-1
002771.png,379.54,176.0,399.89,191.82,DontCare,-1
002771.png,450.7,172.77,496.27,185.35,DontCare,-1
004415.png,518.13,176.33,552.06,186.0,DontCare,-1
004415.png,562.77,176.33,584.09,184.06,DontCare,-1
006612.png,523.1,184.4,566.89,209.44,DontCare,-1
006612.png,505.4,185.44,523.15,203.19,DontCare,-1
002759.png,568.43,173.42,603.65,193.77,DontCare,-1
